text,category
рецензия предлагаемый шаблон-саит.docx когда же мы выложим требования к статьям? согласовали уже все... иначе нам придется до бесконечности рецензировать такие вот статьи. не обязательно же ждать выхода нового номера. ,другое
"статья в вестник вгу: системный анализ и информационные технологии bondarevlopatkinsmirnov_posadka.doc,picture1.jpg,picture2.jpg,picture3.jpg,picture4.jpg,picture5.jpg,picture6.jpg,опись.doc здравствуйте. просим принять статью для публикации в журнале «вестник вгу (серия: системный анализ и информационные технологии»), рекомендованным к опубликованию по результатам доклада xviii международной конференции «информатика: проблемы, методология, технологии» председателем секции ""компьютерное моделирование в фундаментальных и прикладных исследованиях"" м.г. семеновым. для связи наши контакты лопаткин дмитрий викторович (89102499025), бондарев валерий георгиевич (89192415383). до свидания! ",подача статьи
" статья сандлер и.л. комплект документов в журнал "" вестник вгу. серия: системный анализ и информационные технологии "" добрый день уважаемая редакция!!! не подскажете, на какой стадии моя статья. илья сандлер уважаемый автор! материалы статьи получены и будут переданы на рецензирование. серия: системный анализ и информационные технологии "" добрый день уважаемая редакция!!! я хочу подать статью в журнал "" вестник вгу. серия: системный анализ и информационные технологии "" в раздел математические методы системного анализа и управления. в приложении архив к котором содержится четыре файла: опись, статья и 6 рисунков. илья сандлер илья сандлер ",вопросы
" статья в вестник вгу полицын с.а, полицына е.в. применение корпуса текстов для автоматической классикации в комплексе инструментов автоматизированного анализа текстов.zip добрый день! высылаем расширенную версию статьи по итогам конференции для публикации в вестнике вгу. архив с электронной версией статьи во вложении. екатерина ",подача статьи
"статьи вестник-вгу-троценко.zip,гусев_скрипченко_школьникова.rar,заключение секции сапр.pdf,рецензия_гусев.pdf,рецензия_паринов.pdf,рецензия_троценко.pdf,юров_терминал.rar здравствуйте! направляю вам статьи, рекомендованные для публикации в журнале ""вестник вгу"" по итогам работы секции ""сапр и цифровые технологии"" xviii международной конференции «информатика: проблемы, методология, технологии». в приложении к письму архивы со статьями, рецензии, заключение секции. гусев павел ",подача статьи
" статья для саит: анализ влияния постоянных управляющих воздействий ... ,bilchenko_ggjr_ng_10_tex_source.zip,bilchenko_ggjr_ng_10__sait__documents.zip,bilchenko_ggjr_ng_10__article_f14_cp1251.pdf,bilchenko_ggjr_ng_10__maket_2col_f12_cp1251.pdf,bilchenko_ggjr_ng_10__sait__опис_файлов.rtf,bilchenko_ggjr_ng_10_figures_tiff.zip,bilchenko_ggjr_ng_10_figures_png.zip,bilchenko_ggjr_ng_10_figures_eps_convpdf.zip д.ф.м.н.,проф. шашкин александр иванович т. 8(473)2208322 оригинальное сообщение следует ",подача статьи
"нет темы здравствуйте! пишет вам аспирант математического факультета вгу литвинов дмитрий! я собираюсь отправить свою статью в журнал ""вестник вгу. серия: системный анализ и информационные технологии"". в связи с этим у меня есть несколько вопросов: 1)принимаете ли вы статьи аспирантов? 2)какие документы и прочие материалы я должен предоставить вместе со статьей в редакцию? 3)можно ли предоставить электронную версию статьи в формате tex? 4)как долго происходит процесс рецензирования в журнале? заранее спасибо! ",вопросы
" статья для публикации article 1.0.pdf вероника викторовна, добрый день к сожалению, мы не успели вам отправить статью до конца февраля, проинформируйте пожалуйста можем ли еще успеть опубликовать в апрельском номере, будем очень признательны, если будет такая возможность, готовы оперативно учесть любые возможные замечания. на всякий случай, в прикрепленном файле статья на рассмотрение спасибо, рубен агаджанян 20180209 18:04 gmt+04:00 vestnik vsu уважаемый автор! до конца февраля проводится рецензирование статей в 12018 (выход апрель). присылайте материалы статьи, рассмотрим(бумажный вариант не нужен). уважаемая редакция, я являюсь аспирантом ереванского государственного университета (факультет информатики и прикладной математики). хотел бы разместить свою научную статью в журнале "" вестник воронежского государственного университета "". проинформируйте, пожалуйста, когда ожидается ближайшая публикация, на которую можно было бы разместить мою статью с учетом времени на просмотр и рецензию. спасибо, рубен агаджанян email: mob.: +37477 590071 <+374%2077%20590071 0065, 2a/7, str. r.meliqyan, yerevan, ra ",вопросы
"статья на публикацию naimushina_statia.doc здравствуйте, уважаемая редакция научного журнала ""вестник воронежского государственного университета. серия: системный анализ и информационные технологии""! просим рассмотреть нашу статью с целью её публикации в вашем журнале. ",подача статьи
"статья_гутова_16.03.2018 анализ в excel_гутова.docx,опись_гутова.docx добрый день, уважаемая редакция журнала! во вложении статья и опись. прошу проверить на предмет соответствия требованиям к оформлению и допустить к рецензированию. спасибо! карина гутова, моб. тел.: +7(921) 563 43 20.",подача статьи
 рп кому: olga donina спасибо! 20180316 13:45 gmt+03:00 olga donina донина ольга / olga donina ,другое
"рп гаршина.zip привет, вероника! высылаю твои старые рабочие программы для ргф. ",другое
" +таратухин вот у меня и вертелось в голове, чтото забыли. может еще ктото был? 17.03.2018 22:54, vestnik vsu пишет: управляющий директор европейского исследовательского центра в области информационных систем (ercis) вестфальского уноверситета имени вильгель ",другое
" +таратухин еще можно семенова, если у него место работы основное не у нас с уваженим а. сиротаотправлено со смартфона samsung galaxy. исходное сообщение от: vestnik vsu дата: 17.03.18 22:54 (gmt+03:00) кому: тема: +таратухин совсем забыла, что в декабре получили согласие от таратухина в.в. о включении его в состав редколлегии 6) таратухин виктор владимирович профессор, доктор философии, кандидат технических наук, директор по глобальному сотрудничеству академической инициативы nextgen компании sap представитель компании в стэнфордском университете stanford university, usa, управляющий директор европейского исследовательского центра в области информационных систем (ercis) вестфальского уноверситета имени вильгельма (г. мюнстер, германия). ринц хирш=4 ",другое
"задорожний задорожнийусл при кот корни.docx,рис. 1.jpg отправляю мою статью в вестник. искренне проф. в. задорожний ",подача статьи
"публикация статьи здравствуйте, уважаемая редакция журнала вестник вгу. я хочу опубликовать свою статью в вашем журнале. но я не совсем понял, исходя из информации на сайте, принимаете ли вы статьи в электронном виде или только в отпечатанном? ",вопросы
"нет темы litvinovd_bound.docx,litvinovd_bound_pict1.jpg,litvinovd_bound_pict2.jpg,litvinovd_bound_pict3.jpg,litvinovd_bound_pict4.jpg здравствуйте! отправляю вам статью литвинова д. а. ""поиск минимального ограничения для непрерывной функции управления"".",подача статьи
" статья_гутова_16.03.2018 анализ в excel_гутова.docx,опись_гутова.docx добрый день! прошу не учитывать статью, так как она передана в другое издание по причине отсутствия ответа. спасибо! добрый день, уважаемая редакция журнала! во вложении статья и опись. прошу проверить на предмет соответствия требованиям к оформлению и допустить к рецензированию. спасибо! карина гутова, моб. тел.: +7(921) 563 43 20 . спасибо! карина гутова, моб. тел.: +7(921) 563 43 20. ",отклонена
"просьба уважаемая вероника викторовна, добрый день! хотелось бы узнать участь статьи: ""совершенствование процесса управления качеством продукции на предприятии с использованием информационных технологий (медведицков с. и.1 кузьминов в. в.2,савончик д. а.3) с.и. . . 08.01.2018, 15:45:59 пользователь сергей иванович медведицков написал: уважаемая вероника викторовна, добрый день! с новым годом и рождеством христовым вас. хотелось бы узнать, участь моей статьи. последний раз, когда вы мне сообщали, что она направлена на рецензирование, но уже прошло 2 месяца, а информации никакой не поступило. . 05.10.2017, 14:09:30 пользователь vestnik vsu написал: уважаемый автор! журнал вестник вгу серия системный анализ и информационные технологии выходит 4 раза в год. все статьи проходят рецензирование, по результатам которого принимается к публикации, отправляются на доработку (с возможностью повторного рецензирования) или отклоняются. сейчас мы принимаем статьи на рецензирование для 42017 и 12018. правила для авторов и условия публикаций на сайте журнала материалы для публикации должны содержать 1) удк 2) название статьи(рус+англ) 3) текст статьи 12 стр, 14 times, интервал 1.5, формулы mattype, рисунки продублированы отдельными jpeg файлами 4)статья должна быть структурирована по разделам (постановка задачи, ..., выводы или заключение) 5) список литературы (оформленный по библиографическим правилам) 6) аннотация к статье (рус + англ) 7) сведения об авторах (рус + англ) 8) скан акта экспертного заключения о возможности публикации материалов (из вашей организации) 9) аспирантов, магистров публикуем в соавторстве с руководителями. уважаемая редакция, добрый день! прошу вас направить требования, предъявляемые к статьям. заранее благодарен. . ",вопросы
" сведения о саит для вак информация о члене редколлегии-махортов с.д. new.docx уважаемая вероника викторовна! у меня на днях появилась еще одна публикация scopus. высылаю скорректированную информацию о члене редколлегии. сд уважаемые коллеги! для подтверждения в вак соответствия компетенции членов редколлегии журнала «вестник воронежского государственного университета серия: системный анализ и информационные технологии» группе специальностей, по которой заявлен журнал вестник вгу саит. сейчас журнал в перечене вак (перечень ведущих рецензируемых научных журналов и изданий, в которых должны быть опубликованы основные научные результаты диссертаций на соискание ученых степеней доктора и кандидата наук) соответствует группе специальностей 05.13.00 информатика, вычислительная техника и управление . в настоящий момент идет уточнение списка отдельных специальностей и областей науки, по которым статьи, публикуемые в нашем журнале, будут учитываться ваком. в связи с этим, просим вас представить информацию о своей научной деятельности и публикационной активности по специальностям и областям наук, указанных в прикрепленном файле для вас по соответствующему шаблону. прикрепляю необходимые паспорта специальностей. ",подача статьи
" сведения о саит для вак информация о члене редколлегии-махортов с.д.docx во вложении... сд уважаемые коллеги! для подтверждения в вак соответствия компетенции членов редколлегии журнала «вестник воронежского государственного университета серия: системный анализ и информационные технологии» группе специальностей, по которой заявлен журнал вестник вгу саит. сейчас журнал в перечене вак (перечень ведущих рецензируемых научных журналов и изданий, в которых должны быть опубликованы основные научные результаты диссертаций на соискание ученых степеней доктора и кандидата наук) соответствует группе специальностей 05.13.00 информатика, вычислительная техника и управление . в настоящий момент идет уточнение списка отдельных специальностей и областей науки, по которым статьи, публикуемые в нашем журнале, будут учитываться ваком. в связи с этим, просим вас представить информацию о своей научной деятельности и публикационной активности по специальностям и областям наук, указанных в прикрепленном файле для вас по соответствующему шаблону. прикрепляю необходимые паспорта специальностей. ",подача статьи
" сведения о саит для вак информация о члене редколлегии-сирота аа.docx 23.03.2018 17:36, vestnik vsu пишет: уважаемые коллеги! для подтверждения в вак соответствия компетенции членов редколлегии журнала «вестник воронежского государственного университета серия: системный анализ и информационные технологии» группе специальностей, по которой заявлен журнал вестник вгу саит. сейчас журнал в перечене вак (перечень ведущих рецензируемых научных журналов и изданий, в которых должны быть опубликованы основные научные результаты диссертаций на соискание ученых степеней доктора и кандидата наук) соответствует группе специальностей 05.13.00 информатика, вычислительная техника и управление . в настоящий момент идет уточнение списка отдельных специальностей и областей науки, по которым статьи, публикуемые в нашем журнале, будут учитываться ваком. в связи с этим, просим вас представить информацию о своей научной деятельности и публикационной активности по специальностям и областям наук, указанных в прикрепленном файле для вас по соответствующему шаблону. прикрепляю необходимые паспорта специальностей. ",другое
" сведения о саит для вак 23.03.2018 23:32, vestnik vsu пишет: спасибо! александр анатольевич, вы ответили первым! в тексте уважаемая (это я переделывала письмо леденевой :))) а вы точно в редколлегиях др журналов не состоите? 1)член редколлегии раздела «информационный конфликт в спектре электромагнитных волн» журнала «радиотехника» 2) научные ведомости белгу 23.03.2018 17:36, vestnik vsu пишет: уважаемые коллеги! для подтверждения в вак соответствия компетенции членов редколлегии журнала «вестник воронежского государственного университета серия: системный анализ и информационные технологии» группе специальностей, по которой заявлен журнал вестник вгу саит. сейчас журнал в перечене вак (перечень ведущих рецензируемых научных журналов и изданий, в которых должны быть опубликованы основные научные результаты диссертаций на соискание ученых степеней доктора и кандидата наук) соответствует группе специальностей 05.13.00 информатика, вычислительная техника и управление . в настоящий момент идет уточнение списка отдельных специальностей и областей науки, по которым статьи, публикуемые в нашем журнале, будут учитываться ваком. в связи с этим, просим вас представить информацию о своей научной деятельности и публикационной активности по специальностям и областям наук, указанных в прикрепленном файле для вас по соответствующему шаблону. прикрепляю необходимые паспорта специальностей. ",другое
"статьи здравствуйте. 12.03.2018 направлял вам статьи рекомендованные для публикации в журнале ""вестник вгу"" по итогам работы секции ""сапр и цифровые технологии"" xviii международной конференции «информатика: проблемы, методология, технологии». вами материалы были получены? требуются какиелибо еще документы для публикации? гусев павел ",подача статьи
" статья_шубина_васева авторы_свед.docx,рисунки_шубина_васева.rar,статья_шубина_васева.docx добрый день. нет новостей о возможности публикации статьи? здравствуйте. отправляю статью и сведения об авторах. буду благодарна за информацию о получении файлов и о возможности публикации. ",вопросы
" : статья в вестник вгу ,опись предоставленных файлов.doc,рисунок 1. граф структуры окрестностной модели процесса производства холоднокатаной стали.jpg,рисунок 2. относительные ошибки моделирования для четких неиерархических окрестностных моделей.jpg,рисунок 3. относительные ошибки моделирования для нечетких иерархических моделей.jpg,седых_статья.doc вероника! это статья из липецка. д.ф.м.н.,проф. шашкин александр иванович т. 8(473)2208322 оригинальное сообщение следует ",подача статьи
" статья в вестник вгу добрый день! высылали статью, хотелось бы уточнить, дошла ли они? екатерина добрый день! высылаем расширенную версию статьи по итогам конференции для публикации в вестнике вгу. архив с электронной версией статьи во вложении. екатерина ",вопросы
" статья в вестник вгу добрый день! высылали статью, хотелось бы уточнить, дошла ли она? екатерина добрый день! высылаем расширенную версию статьи по итогам конференции для публикации в вестнике вгу. архив с электронной версией статьи во вложении. екатерина ",вопросы
"вопрос по статье здравствуйте, уважаемая редакция научного журнала ""вестник воронежского государственного университета. серия: системный анализ и информационные технологии""! я отправляла статью ""к вопросу обработки экспертной информации выбора персонифицированных факторов риска"" на рассмотрение. скажите, пожалуйста, есть ли по ней какойнибудь результат? *улыбнись миру и мир улыбнётся тебе!!!* < < без вирусов. < <#dab4fad82dd740bba1b84e2aa1f9fdf2 ",вопросы
" статья сандлер и.л. комплект документов в журнал "" вестник вгу. серия: системный анализ и информационные технологии "" добрый день уважаемая редакция!!! не подскажете, на какой стадии моя статья. илья сандлер добрый день уважаемая редакция!!! не подскажете, на какой стадии моя статья. илья сандлер уважаемый автор! материалы статьи получены и будут переданы на рецензирование. серия: системный анализ и информационные технологии "" добрый день уважаемая редакция!!! я хочу подать статью в журнал "" вестник вгу. серия: системный анализ и информационные технологии "" в раздел математические методы системного анализа и управления. в приложении архив к котором содержится четыре файла: опись, статья и 6 рисунков. илья сандлер илья сандлер илья сандлер ",вопросы
" журнал вестник вгу серия системный анализ и инф технологии согласие о включении в редколлегию_1.docx.pdf,информация о члене редколлегии.docx здравствуйте вероника викторовна! извините, что задержался с документами. долго ждал, когда они придут, а сегодня случайно обнаружил ваше письмо в спаме. высылаю то, что вы просили. уважаемый юрий константинович! приглашаем вас стать членом редакционной коллегии журнала вестник вгу серия системный анализ и информационные технологии (). сирота александр анатольевич получил от вас предварительное устное согласие. просим заполнить документы: согласие о включении в состав редколлегии (прислать pdfфайл с подписью),информация о научной деятельности(прислать docфайл) это сообщение проверено на вирусы антивирусом avast. ",другое
" сведения о саит для вак - срочно информация о члене редколлегии-кретов а.а.docx,05.13.17 теоретические основы информатики-кретоваа.doc уважаемая вероника викторовна! по специальности 05.13.00 у меня нет кандидатов и докторов (если не был вписан консультантом к и.е. ворониной). что касается публикаций, то указал их общее число, потому что затрудняюсь определить, что у меня по специальностям 05.13.00. а.кретов уважаемые коллеги! прошу вас представить информацию о своей научной деятельности и публикационной активности до 05.04.18. по группе специальностей 05.13.00. в персональных предыдущих письмах указаны специальности+области науки лично для каждого члена редколлегии. если письма не были получены или есть вопросы пишите! я должна буду выложить эту информацию на сайт вака до 10.04.18, иначе журнал может быть исключен из перечня вак. ",другое
" : статья сандлер и.л. комплект документов в журнал "" вестник вгу. серия: системный анализ и информационные технологии "" добрый день уважаемая редакция!!! не подскажете, на какой стадии моя статья. илья сандлер добрый день уважаемая редакция!!! не подскажете, на какой стадии моя статья. илья сандлер добрый день уважаемая редакция!!! не подскажете, на какой стадии моя статья. илья сандлер уважаемый автор! материалы статьи получены и будут переданы на рецензирование. серия: системный анализ и информационные технологии "" добрый день уважаемая редакция!!! я хочу подать статью в журнал "" вестник вгу. серия: системный анализ и информационные технологии "" в раздел математические методы системного анализа и управления. в приложении архив к котором содержится четыре файла: опись, статья и 6 рисунков. илья сандлер илья сандлер илья сандлер илья сандлер ",вопросы
" сведения о саит для вак информация о члене редколлегии-воронинаи.е..doc ой, не то прикрепила 1 апреля 2018 г., 17:23 пользователь irina voronina < написал: ну... както так уважаемые коллеги! для подтверждения в вак соответствия компетенции членов редколлегии журнала «вестник воронежского государственного университета серия: системный анализ и информационные технологии» группе специальностей, по которой заявлен журнал вестник вгу саит. сейчас журнал в перечене вак (перечень ведущих рецензируемых научных журналов и изданий, в которых должны быть опубликованы основные научные результаты диссертаций на соискание ученых степеней доктора и кандидата наук) соответствует группе специальностей 05.13.00 информатика, вычислительная техника и управление . в настоящий момент идет уточнение списка отдельных специальностей и областей науки, по которым статьи, публикуемые в нашем журнале, будут учитываться ваком. в связи с этим, просим вас представить информацию о своей научной деятельности и публикационной активности по специальностям и областям наук, указанных в прикрепленном файле для вас по соответствующему шаблону. прикрепляю необходимые паспорта специальностей. воронина ирина евгеньевна, email: ip:1414 воронина ирина евгеньевна, email: ip:1414 ",доработка
