text,category
"сверка статьи снимок_рис .jpg извините задержку ответом болеем... ) аннотацию ключевые слова проверил прошлый раз, сомнений возникло. ) высылаю рисунок формате jpeg, подписи. попробуйте, м.б. лучше. в.е. верстке проблемы. ) проверьте аннотацию ключевые слова английском. замечание качеству перевода ) рисунки самостоятельно качеству представленного wordского документа вытянем. пришлите рисунки хорошего качества отдельными файлами (форматы png, tif, jpg). также нужно удалить подрисуночную подпись первого рисунка. спасибо в.е. исправим готовый pdf номера размещен уважаемые коллеги понравилось, незначительных замечания ) стр. , последнем абзаце формулой () iint должно курсивом, int нижнем регистре; ) очень желательно повысить контрастность рисунков (в оригинале выглядят четче). спасибо хорошую работу в.е. уважаемые авторы просьба срочно проверить верстку статьи ошибки. неточности, пришлите список найденных ошибок.",доработка
"рисунки получили рисунок ? поводу второго рисунка это принтскрин, ним, наверное сложно чтото сделать. в.е.",вопросы
"доп инф статье спасибо. посмотрим. однако, просим снять статью рецензирования публикации вашем журнале связи неактуальностью. best regards, artem lobantsev / telegram уважаемые авторы связи версткой статьи онтологическая система хранения текущих результатов медицинской диагностики возникли вопросы тексте ссылки рис , , самих рисунков нет. проверьте весь текст статьи.",отклонена
"верстка статьи здравствуйте, замечаний нет. недостающие данные. nenadovich dm dr. of tech. sciences, leading researcher, ""corporation special space systems ""comet"", moscow, удк . ненадович д.м. ",доработка
рецензия предлагаемый шаблон-саит.docx выложим требования статьям? согласовали все... иначе нам придется бесконечности рецензировать такие статьи. обязательно ждать выхода нового номера.,другое
"статья вестник вгу системный анализ информационные технологии bondarevlopatkinsmirnov_posadka.doc,picture.jpg,picture.jpg,picture.jpg,picture.jpg,picture.jpg,picture.jpg,опись.doc здравствуйте. просим принять статью публикации журнале вестник вгу (серия системный анализ информационные технологии), рекомендованным опубликованию результатам доклада xviii международной конференции информатика проблемы, методология, технологии председателем секции ""компьютерное моделирование фундаментальных прикладных исследованиях"" м.г. семеновым. связи наши контакты лопаткин дмитрий викторович (), бондарев валерий георгиевич (). свидания",подача статьи
"статья сандлер и.л. комплект документов журнал "" вестник вгу. серия системный анализ информационные технологии "" добрый день уважаемая редакция подскажете, стадии статья. илья сандлер уважаемый автор материалы статьи получены будут переданы рецензирование. серия системный анализ информационные технологии "" добрый день уважаемая редакция хочу подать статью журнал "" вестник вгу. серия системный анализ информационные технологии "" раздел математические методы системного анализа управления. приложении архив котором содержится четыре файла опись, статья рисунков. илья сандлер илья сандлер",вопросы
"статья вестник вгу полицын с.а, полицына е.в. применение корпуса текстов автоматической классикации комплексе инструментов автоматизированного анализа текстов.zip добрый день высылаем расширенную версию статьи итогам конференции публикации вестнике вгу. архив электронной версией статьи вложении. екатерина",подача статьи
"статьи вестник-вгу-троценко.zip,гусев_скрипченко_школьникова.rar,заключение секции сапр.pdf,рецензия_гусев.pdf,рецензия_паринов.pdf,рецензия_троценко.pdf,юров_терминал.rar здравствуйте направляю статьи, рекомендованные публикации журнале ""вестник вгу"" итогам работы секции ""сапр цифровые технологии"" xviii международной конференции информатика проблемы, методология, технологии. приложении письму архивы статьями, рецензии, заключение секции. гусев павел",подача статьи
"статья саит анализ влияния постоянных управляющих воздействий ... ,bilchenko_ggjr_ng__tex_source.zip,bilchenko_ggjr_ng___sait__documents.zip,bilchenko_ggjr_ng___article_f_cp.pdf,bilchenko_ggjr_ng___maket_col_f_cp.pdf,bilchenko_ggjr_ng___sait__опис_файлов.rtf,bilchenko_ggjr_ng__figures_tiff.zip,bilchenko_ggjr_ng__figures_png.zip,bilchenko_ggjr_ng__figures_eps_convpdf.zip д.ф.м.н.,проф. шашкин александр иванович т. () оригинальное сообщение следует",подача статьи
"темы здравствуйте пишет аспирант математического факультета вгу литвинов дмитрий собираюсь отправить статью журнал ""вестник вгу. серия системный анализ информационные технологии"". связи этим несколько вопросов )принимаете статьи аспирантов? )какие документы прочие материалы должен предоставить вместе статьей редакцию? )можно предоставить электронную версию статьи формате tex? )как долго происходит процесс рецензирования журнале? заранее спасибо",вопросы
"статья публикации article ..pdf вероника викторовна, добрый день сожалению, успели отправить статью конца февраля, проинформируйте пожалуйста можем успеть опубликовать апрельском номере, будем очень признательны, такая возможность, готовы оперативно учесть любые возможные замечания. всякий случай, прикрепленном файле статья рассмотрение спасибо, рубен агаджанян gmt vestnik vsu уважаемый автор конца февраля проводится рецензирование статей (выход апрель). присылайте материалы статьи, рассмотрим(бумажный вариант нужен). уважаемая редакция, являюсь аспирантом ереванского государственного университета (факультет информатики прикладной математики). хотел разместить научную статью журнале "" вестник воронежского государственного университета "". проинформируйте, пожалуйста, ожидается ближайшая публикация, которую разместить мою статью учетом времени просмотр рецензию. спасибо, рубен агаджанян email mob. , a/, str. r.meliqyan, yerevan, ra",вопросы
"статья публикацию naimushina_statia.doc здравствуйте, уважаемая редакция научного журнала ""вестник воронежского государственного университета. серия системный анализ информационные технологии"" просим рассмотреть нашу статью целью её публикации вашем журнале.",подача статьи
"статья_гутова_.. анализ excel_гутова.docx,опись_гутова.docx добрый день, уважаемая редакция журнала вложении статья опись. прошу проверить предмет соответствия требованиям оформлению допустить рецензированию. спасибо карина гутова, моб. тел. () .",подача статьи
рп кому olga donina спасибо gmt olga donina донина ольга / olga donina,другое
"рп гаршина.zip привет, вероника высылаю твои старые рабочие программы ргф.",другое
"таратухин вертелось голове, чтото забыли. ктото был? .. , vestnik vsu пишет управляющий директор европейского исследовательского центра области информационных систем (ercis) вестфальского уноверситета имени вильгель",другое
"таратухин семенова, место работы основное уваженим а. сиротаотправлено смартфона samsung galaxy. исходное сообщение от vestnik vsu дата .. (gmt) кому тема таратухин забыла, декабре получили согласие таратухина в.в. включении состав редколлегии ) таратухин виктор владимирович профессор, доктор философии, кандидат технических наук, директор глобальному сотрудничеству академической инициативы nextgen компании sap представитель компании стэнфордском университете stanford university, usa, управляющий директор европейского исследовательского центра области информационных систем (ercis) вестфальского уноверситета имени вильгельма (г. мюнстер, германия). ринц хирш=",другое
"задорожний задорожнийусл кот корни.docx,рис. .jpg отправляю мою статью вестник. искренне проф. в. задорожний",подача статьи
"публикация статьи здравствуйте, уважаемая редакция журнала вестник вгу. хочу опубликовать статью вашем журнале. понял, исходя информации сайте, принимаете статьи электронном виде отпечатанном?",вопросы
"темы litvinovd_bound.docx,litvinovd_bound_pict.jpg,litvinovd_bound_pict.jpg,litvinovd_bound_pict.jpg,litvinovd_bound_pict.jpg здравствуйте отправляю статью литвинова д. а. ""поиск минимального ограничения непрерывной функции управления"".",подача статьи
"статья_гутова_.. анализ excel_гутова.docx,опись_гутова.docx добрый день прошу учитывать статью, передана другое издание причине отсутствия ответа. спасибо добрый день, уважаемая редакция журнала вложении статья опись. прошу проверить предмет соответствия требованиям оформлению допустить рецензированию. спасибо карина гутова, моб. тел. () . спасибо карина гутова, моб. тел. () .",отклонена
"просьба уважаемая вероника викторовна, добрый день хотелось узнать участь статьи ""совершенствование процесса управления качеством продукции предприятии использованием информационных технологий (медведицков с. и. кузьминов в. в.,савончик д. а.) с.и. . . .., пользователь сергей иванович медведицков написал уважаемая вероника викторовна, добрый день новым годом рождеством христовым вас. хотелось узнать, участь моей статьи. последний раз, сообщали, направлена рецензирование, прошло месяца, информации никакой поступило. . .., пользователь vestnik vsu написал уважаемый автор журнал вестник вгу серия системный анализ информационные технологии выходит раза год. статьи проходят рецензирование, результатам которого принимается публикации, отправляются доработку (с возможностью повторного рецензирования) отклоняются. принимаем статьи рецензирование . правила авторов условия публикаций сайте журнала материалы публикации должны содержать ) удк ) название статьи(русангл) ) текст статьи стр, times, интервал ., формулы mattype, рисунки продублированы отдельными jpeg файлами )статья должна структурирована разделам (постановка задачи, ..., выводы заключение) ) список литературы (оформленный библиографическим правилам) ) аннотация статье (рус англ) ) сведения авторах (рус англ) ) скан акта экспертного заключения возможности публикации материалов (из вашей организации) ) аспирантов, магистров публикуем соавторстве руководителями. уважаемая редакция, добрый день прошу направить требования, предъявляемые статьям. заранее благодарен. .",вопросы
"сведения саит вак информация члене редколлегии-махортов с.д. new.docx уважаемая вероника викторовна днях появилась одна публикация scopus. высылаю скорректированную информацию члене редколлегии. сд уважаемые коллеги подтверждения вак соответствия компетенции членов редколлегии журнала вестник воронежского государственного университета серия системный анализ информационные технологии группе специальностей, которой заявлен журнал вестник вгу саит. журнал перечене вак (перечень ведущих рецензируемых научных журналов изданий, которых должны опубликованы основные научные результаты диссертаций соискание ученых степеней доктора кандидата наук) соответствует группе специальностей .. информатика, вычислительная техника управление . настоящий момент идет уточнение списка отдельных специальностей областей науки, которым статьи, публикуемые нашем журнале, будут учитываться ваком. связи этим, просим представить информацию своей научной деятельности публикационной активности специальностям областям наук, указанных прикрепленном файле соответствующему шаблону. прикрепляю необходимые паспорта специальностей.",подача статьи
"сведения саит вак информация члене редколлегии-махортов с.д.docx вложении... сд уважаемые коллеги подтверждения вак соответствия компетенции членов редколлегии журнала вестник воронежского государственного университета серия системный анализ информационные технологии группе специальностей, которой заявлен журнал вестник вгу саит. журнал перечене вак (перечень ведущих рецензируемых научных журналов изданий, которых должны опубликованы основные научные результаты диссертаций соискание ученых степеней доктора кандидата наук) соответствует группе специальностей .. информатика, вычислительная техника управление . настоящий момент идет уточнение списка отдельных специальностей областей науки, которым статьи, публикуемые нашем журнале, будут учитываться ваком. связи этим, просим представить информацию своей научной деятельности публикационной активности специальностям областям наук, указанных прикрепленном файле соответствующему шаблону. прикрепляю необходимые паспорта специальностей.",подача статьи
"сведения саит вак информация члене редколлегии-сирота аа.docx .. , vestnik vsu пишет уважаемые коллеги подтверждения вак соответствия компетенции членов редколлегии журнала вестник воронежского государственного университета серия системный анализ информационные технологии группе специальностей, которой заявлен журнал вестник вгу саит. журнал перечене вак (перечень ведущих рецензируемых научных журналов изданий, которых должны опубликованы основные научные результаты диссертаций соискание ученых степеней доктора кандидата наук) соответствует группе специальностей .. информатика, вычислительная техника управление . настоящий момент идет уточнение списка отдельных специальностей областей науки, которым статьи, публикуемые нашем журнале, будут учитываться ваком. связи этим, просим представить информацию своей научной деятельности публикационной активности специальностям областям наук, указанных прикрепленном файле соответствующему шаблону. прикрепляю необходимые паспорта специальностей.",другое
"сведения саит вак .. , vestnik vsu пишет спасибо александр анатольевич, ответили первым тексте уважаемая (это переделывала письмо леденевой ))) точно редколлегиях др журналов состоите? )член редколлегии раздела информационный конфликт спектре электромагнитных волн журнала радиотехника ) научные ведомости белгу .. , vestnik vsu пишет уважаемые коллеги подтверждения вак соответствия компетенции членов редколлегии журнала вестник воронежского государственного университета серия системный анализ информационные технологии группе специальностей, которой заявлен журнал вестник вгу саит. журнал перечене вак (перечень ведущих рецензируемых научных журналов изданий, которых должны опубликованы основные научные результаты диссертаций соискание ученых степеней доктора кандидата наук) соответствует группе специальностей .. информатика, вычислительная техника управление . настоящий момент идет уточнение списка отдельных специальностей областей науки, которым статьи, публикуемые нашем журнале, будут учитываться ваком. связи этим, просим представить информацию своей научной деятельности публикационной активности специальностям областям наук, указанных прикрепленном файле соответствующему шаблону. прикрепляю необходимые паспорта специальностей.",другое
"статьи здравствуйте. .. направлял статьи рекомендованные публикации журнале ""вестник вгу"" итогам работы секции ""сапр цифровые технологии"" xviii международной конференции информатика проблемы, методология, технологии. вами материалы получены? требуются какиелибо документы публикации? гусев павел",подача статьи
"статья_шубина_васева авторы_свед.docx,рисунки_шубина_васева.rar,статья_шубина_васева.docx добрый день. новостей возможности публикации статьи? здравствуйте. отправляю статью сведения авторах. буду благодарна информацию получении файлов возможности публикации.",вопросы
" статья вестник вгу ,опись предоставленных файлов.doc,рисунок . граф структуры окрестностной модели процесса производства холоднокатаной стали.jpg,рисунок . относительные ошибки моделирования четких неиерархических окрестностных моделей.jpg,рисунок . относительные ошибки моделирования нечетких иерархических моделей.jpg,седых_статья.doc вероника это статья липецка. д.ф.м.н.,проф. шашкин александр иванович т. () оригинальное сообщение следует",подача статьи
"статья вестник вгу добрый день высылали статью, хотелось уточнить, дошла они? екатерина добрый день высылаем расширенную версию статьи итогам конференции публикации вестнике вгу. архив электронной версией статьи вложении. екатерина",вопросы
"статья вестник вгу добрый день высылали статью, хотелось уточнить, дошла она? екатерина добрый день высылаем расширенную версию статьи итогам конференции публикации вестнике вгу. архив электронной версией статьи вложении. екатерина",вопросы
"вопрос статье здравствуйте, уважаемая редакция научного журнала ""вестник воронежского государственного университета. серия системный анализ информационные технологии"" отправляла статью ""к вопросу обработки экспертной информации выбора персонифицированных факторов риска"" рассмотрение. скажите, пожалуйста, какойнибудь результат? *улыбнись миру мир улыбнётся тебе* вирусов. #dabfadddbbabeaaffdf",вопросы
"статья сандлер и.л. комплект документов журнал "" вестник вгу. серия системный анализ информационные технологии "" добрый день уважаемая редакция подскажете, стадии статья. илья сандлер добрый день уважаемая редакция подскажете, стадии статья. илья сандлер уважаемый автор материалы статьи получены будут переданы рецензирование. серия системный анализ информационные технологии "" добрый день уважаемая редакция хочу подать статью журнал "" вестник вгу. серия системный анализ информационные технологии "" раздел математические методы системного анализа управления. приложении архив котором содержится четыре файла опись, статья рисунков. илья сандлер илья сандлер илья сандлер",вопросы
"журнал вестник вгу серия системный анализ инф технологии согласие включении редколлегию_.docx.pdf,информация члене редколлегии.docx здравствуйте вероника викторовна извините, задержался документами. долго ждал, придут, сегодня случайно обнаружил ваше письмо спаме. высылаю то, просили. уважаемый юрий константинович приглашаем стать членом редакционной коллегии журнала вестник вгу серия системный анализ информационные технологии (). сирота александр анатольевич получил предварительное устное согласие. просим заполнить документы согласие включении состав редколлегии (прислать pdfфайл подписью),информация научной деятельности(прислать docфайл) это сообщение проверено вирусы антивирусом avast.",другое
"сведения саит вак - срочно информация члене редколлегии-кретов а.а.docx,.. теоретические основы информатики-кретоваа.doc уважаемая вероника викторовна специальности .. кандидатов докторов (если вписан консультантом и.е. ворониной). касается публикаций, указал общее число, затрудняюсь определить, специальностям ... а.кретов уважаемые коллеги прошу представить информацию своей научной деятельности публикационной активности ... группе специальностей ... персональных предыдущих письмах указаны специальностиобласти науки лично каждого члена редколлегии. письма получены вопросы пишите должна буду выложить информацию сайт вака .., иначе журнал исключен перечня вак.",другое
" статья сандлер и.л. комплект документов журнал "" вестник вгу. серия системный анализ информационные технологии "" добрый день уважаемая редакция подскажете, стадии статья. илья сандлер добрый день уважаемая редакция подскажете, стадии статья. илья сандлер добрый день уважаемая редакция подскажете, стадии статья. илья сандлер уважаемый автор материалы статьи получены будут переданы рецензирование. серия системный анализ информационные технологии "" добрый день уважаемая редакция хочу подать статью журнал "" вестник вгу. серия системный анализ информационные технологии "" раздел математические методы системного анализа управления. приложении архив котором содержится четыре файла опись, статья рисунков. илья сандлер илья сандлер илья сандлер илья сандлер",вопросы
"сведения саит вак информация члене редколлегии-воронинаи.е..doc ой, прикрепила апреля г., пользователь irina voronina написал ну... както уважаемые коллеги подтверждения вак соответствия компетенции членов редколлегии журнала вестник воронежского государственного университета серия системный анализ информационные технологии группе специальностей, которой заявлен журнал вестник вгу саит. журнал перечене вак (перечень ведущих рецензируемых научных журналов изданий, которых должны опубликованы основные научные результаты диссертаций соискание ученых степеней доктора кандидата наук) соответствует группе специальностей .. информатика, вычислительная техника управление . настоящий момент идет уточнение списка отдельных специальностей областей науки, которым статьи, публикуемые нашем журнале, будут учитываться ваком. связи этим, просим представить информацию своей научной деятельности публикационной активности специальностям областям наук, указанных прикрепленном файле соответствующему шаблону. прикрепляю необходимые паспорта специальностей. воронина ирина евгеньевна, email ip воронина ирина евгеньевна, email ip",доработка
"журнал вестник вгу серия системный анализ инф технологии согласие включении редколлегию (буховец).pdf,информация члене редколлегии_буховец а.г..docx уважаемая вероника викторовна высылаю заполненные формы. а. буховец уважаемый алексей георгиевич приглашаем стать членом редакционной коллегии журнала вестник вгу серия системный анализ информационные технологии ( ). просим заполнить документы согласие включении состав редколлегии (прислать pdfфайл подписью),информация научной деятельности(прислать docфайл) викторовна алексей буховец",другое
"сведения саит вак - срочно информация члене редколлегии-шашкин а.и..docx уважаемые коллеги прошу представить информацию своей научной деятельности публикационной активности ... группе специальностей ... персональных предыдущих письмах указаны специальностиобласти науки лично каждого члена редколлегии. письма получены вопросы пишите должна буду выложить информацию сайт вака .., иначе журнал исключен перечня вак. саит гаршина в.в. вероника переписал специальность .., иначе получается. высылаю инфо себе. буренина пришлю вечером. д.ф.м.н.,проф. шашкин александр иванович т. ()",другое
"сведения саит вак нет, говорил. честно хотелось. сможешь давай вирусов. #dabfadddbbabeaaffdf апреля г., пользователь vestnik vsu написал получила. рецензента уберу (это нужно). момент. сирота хочет вашу статью отрецензировать (меня просил прислать). знаю, почему вспомнил. говорили? пока отсылала. ой, прикрепила апреля г., пользователь irina voronina написал ну... както уважаемые коллеги подтверждения вак соответствия компетенции членов редколлегии журнала вестник воронежского государственного университета серия системный анализ информационные технологии группе специальностей, которой заявлен журнал вестник вгу саит. журнал перечене вак (перечень ведущих рецензируемых научных журналов изданий, которых должны опубликованы основные научные результаты диссертаций соискание ученых степеней доктора кандидата наук) соответствует группе специальностей .. информатика, вычислительная техника управление . настоящий момент идет уточнение списка отдельных специальностей областей науки, которым статьи, публикуемые нашем журнале, будут учитываться ваком. связи этим, просим представить информацию своей научной деятельности публикационной активности специальностям областям наук, указанных прикрепленном файле соответствующему шаблону. прикрепляю необходимые паспорта специальностей. воронина ирина евгеньевна, email ip воронина ирина евгеньевна, email ip воронина ирина евгеньевна, email ip",другое
