text,category
"Re: сверка статьи Снимок_рис 1.JPG Извините за задержку с ответом  болеем... 
1) Аннотацию и ключевые слова проверил еще в прошлый раз, сомнений не 
возникло. 
2) Высылаю рисунок в формате JPEG, без подписи. Попробуйте, м.б. этот лучше. 
В.Е. 
16 февраля 2018 г., 23:44 пользователь Vestnik VSU <csit@cs.vsu.ru 
написал: 
По верстке у нас есть проблемы. 
1) Проверьте аннотацию и ключевые слова на английском. Есть замечание по 
качеству перевода 
2) Рисунки мы самостоятельно по качеству из представленного wordского 
документа не вытянем. Пришлите рисунки хорошего качества отдельными файлами 
(форматы png, tif, jpg). !!! Также нужно удалить подрисуночную подпись из 
первого рисунка. 
Отв. секретарь журнала Гаршина В.В. 
On Fri, 16 Feb 2018 11:24:40 +0300 
Владимир Евстафьевич Магер <mv@qmd.spbstu.ru wrote: 
Спасибо! 
В.Е. 
15 февраля 2018 г., 22:11 пользователь Vestnik VSU <csit@cs.vsu.ru 
написал: 
Исправим! 
Готовый pdf номера будет размещен на 
http://www.vestnik.vsu.ru/content/analiz/archive_ru.asp 
Отв. секретарь журнала Вестник ВГУ САИТ Гаршина В.В. 
On Thu, 15 Feb 2018 15:57:32 +0300 
Владимир Евстафьевич Магер <mv@qmd.spbstu.ru wrote: 
Уважаемые коллеги! 
Все понравилось, есть 2 незначительных замечания: 
1) на стр. 93, в последнем абзаце перед формулой (2): Iint должно 
быть 
курсивом, и int  в нижнем регистре; 
2) очень желательно повысить контрастность рисунков (в оригинале они 
выглядят четче). 
Спасибо за хорошую работу! 
В.Е. 
15 февраля 2018 г., 14:35 пользователь Vestnik VSU <csit@cs.vsu.ru 
написал: 
Уважаемые авторы! 
Просьба срочно проверить верстку статьи на ошибки. Если есть 
неточности, 
то 
пришлите список найденных ошибок. 
Отв. секретарь журнала Вестник ВГУ САИТ Гаршина В.В. 
",доработка
"рисунки  Получили ли Вы рисунок 1? 
По поводу второго рисунка  это принтскрин, с ним, наверное сложно чтото 
сделать. 
В.Е. 
",вопросы
"Re: доп инф по статье  Спасибо. Посмотрим. Однако, просим снять эту статью с рецензирования и публикации в вашем журнале в связи с неактуальностью. 
Best regards, Artem Lobantsev  /  С уважением, Артём Лобанцев.  
Telegram:	http://t.me/lobantsev 
On 19 Feb 2018, at 21:42, Vestnik VSU <csit@cs.vsu.ru wrote: 
Уважаемые авторы! 
В связи с версткой статьи  Онтологическая система для хранения текущих 
результатов медицинской диагностики возникли вопросы: 
В тексте есть ссылки на рис 5,6 , а самих рисунков нет. Проверьте весь текст 
статьи. 
Отв. секретарь журнала Вестник ВГУ САИТ Гаршина В.В. 
",отклонена
"Re[6]: верстка статьи  Здравствуйте, замечаний нет. Недостающие данные.
Nenadovich DM  Dr. of Tech. sciences, leading
Researcher, ""Corporation
special space systems ""Comet"", 
Moscow,
УДК 621.396
С уважением,
Ненадович Д.М.
+7 915 359 01 72
",доработка
"рецензия предлагаемый шаблон-САИТ.docx  
Когда же мы выложим требования к статьям? Согласовали уже все... 
Иначе нам придется до бесконечности рецензировать такие вот статьи. 
Не обязательно же ждать выхода нового номера. 
С уважением, А.Сирота 
",другое
"статья в Вестник ВГУ: Системный анализ и информационные технологии BondarevLopatkinSmirnov_Posadka.doc,picture1.jpg,picture2.jpg,picture3.jpg,picture4.jpg,picture5.jpg,picture6.jpg,ОПИСЬ.doc Здравствуйте. Просим принять статью для публикации в Журнале «Вестник ВГУ  (Серия: Системный анализ и информационные технологии»), рекомендованным к опубликованию по результатам доклада XVIII Международной конференции «Информатика: проблемы, методология, технологии» председателем секции ""Компьютерное моделирование в фундаментальных и прикладных исследованиях"" М.Г. Семеновым. 
Для связи наши контакты Лопаткин Дмитрий Викторович (89102499025), Бондарев Валерий Георгиевич (89192415383). 
До свидания! 
С уважением, Лопаткин Дмитрий. 
",подача статьи
"Re[2]: Статья Сандлер И.Л. Комплект документов в журнал "" Вестник ВГУ. Серия: Системный анализ и информационные технологии ""  Добрый день уважаемая редакция!!!
Не подскажете, на какой стадии моя статья. 
С уважением,
Илья Сандлер
sandleri@bk.ru
Пятница,  9 февраля 2018, 17:33 +04:00 от Vestnik VSU <csit@cs.vsu.ru:
Уважаемый автор!
Материалы статьи получены и будут переданы на рецензирование.
Отв. секретарь журнала Гаршина Вероника Викторовна 
On Thu, 08 Feb 2018 21:13:52 +0300
Илья Сандлер < sandleri@bk.ru  wrote:
 Пересылаемое сообщение 
От кого: Илья Сандлер < sandleri@bk.ru 
Кому: csit < csit@cs.vsu.ru 
Дата: Воскресенье,  4 февраля 2018, 12:31 +04:00
Тема: Статья Сандлер И.Л. Комплект документов в журнал "" Вестник ВГУ.
Серия: Системный анализ и информационные технологии ""
Добрый день уважаемая редакция!!!
Я хочу подать статью в журнал "" Вестник ВГУ. Серия: Системный анализ и
информационные технологии "" в раздел  Математические методы системного
анализа и управления.
В приложении архив к котором содержится четыре файла: опись, статья и  6 
рисунков.
С уважением,
Илья Сандлер
sandleri@bk.ru

С уважением,
Илья Сандлер
sandleri@bk.ru
",вопросы
"Re: Статья в Вестник ВГУ Полицын С.А, Полицына Е.В. ПРИМЕНЕНИЕ КОРПУСА ТЕКСТОВ ДЛЯ АВТОМАТИЧЕСКОЙ КЛАССИКАЦИИ В КОМПЛЕКСЕ ИНСТРУМЕНТОВ АВТОМАТИЗИРОВАННОГО АНАЛИЗА ТЕКСТОВ.zip Добрый день! 
Высылаем расширенную версию статьи по итогам конференции для публикации в Вестнике ВГУ.
Архив с электронной версией статьи во вложении.
С уважением,
Екатерина
",подача статьи
"Статьи Вестник-ВГУ-Троценко.zip,Гусев_Скрипченко_Школьникова.rar,Заключение секции САПР.pdf,Рецензия_Гусев.pdf,Рецензия_Паринов.pdf,Рецензия_Троценко.pdf,Юров_терминал.rar  Здравствуйте! 
Направляю Вам статьи, рекомендованные для публикации в журнале ""Вестник ВГУ"" по 
итогам работы секции ""САПР и цифровые технологии"" XVIII Международной 
конференции «Информатика: проблемы, методология, технологии». В приложении 
к письму архивы со статьями, рецензии, заключение секции. 
  
С уважением, 
Гусев Павел 
",подача статьи
" статья для САИТ: Анализ влияния постоянных управляющих воздействий ... ,Bilchenko_GGjr_NG_10_TEX_Source.zip,Bilchenko_GGjr_NG_10__SAIT__Documents.zip,Bilchenko_GGjr_NG_10__article_F14_cp1251.pdf,Bilchenko_GGjr_NG_10__maket_2col_F12_cp1251.pdf,Bilchenko_GGjr_NG_10__SAIT__опис_файлов.rtf,Bilchenko_GGjr_NG_10_Figures_TIFF.zip,Bilchenko_GGjr_NG_10_Figures_PNG.zip,Bilchenko_GGjr_NG_10_Figures_EPS_ConvPDF.zip  
С уважением, декан факультета ПММ ВГУ 
д.ф.м.н.,проф. Шашкин Александр Иванович 
т. 8(473)2208322 
dean@amm.vsu.ru 
 оригинальное сообщение следует  
",подача статьи
"Нет темы  Здравствуйте! 
Пишет Вам аспирант математического факультета ВГУ Литвинов Дмитрий! 
Я собираюсь отправить свою статью в журнал ""Вестник ВГУ. Серия: Системный анализ и информационные технологии"". В связи с этим у меня есть несколько вопросов: 
1)Принимаете ли Вы статьи аспирантов? 
2)Какие документы и прочие материалы я должен предоставить вместе со статьей в редакцию? 
3)Можно ли предоставить электронную версию статьи в формате tex? 
4)Как долго происходит процесс рецензирования в журнале? 
Заранее спасибо! 
",вопросы
"Re: Статья для публикации Article 1.0.pdf Вероника Викторовна, добрый день 
К сожалению, мы не успели Вам отправить статью до конца февраля, 
проинформируйте пожалуйста можем ли еще успеть опубликовать в апрельском 
номере, будем очень признательны, если будет такая возможность,  готовы 
оперативно учесть любые возможные замечания. На всякий случай, в 
прикрепленном файле  статья на рассмотрение 
Спасибо, 
С уважением 
Рубен Агаджанян 
20180209 18:04 GMT+04:00 Vestnik VSU <csit@cs.vsu.ru: 
Уважаемый автор! 
До конца февраля проводится рецензирование статей в 12018 (выход  
апрель). 
Присылайте материалы статьи, рассмотрим(бумажный вариант не нужен). 
Отв. секретарь журнала Гаршина Вероника Викторовна 
On Wed, 7 Feb 2018 14:43:01 +0400 
Ruben Aghajanyan <ruboo1993@gmail.com wrote: 
Уважаемая редакция, 
Я являюсь аспирантом Ереванского государственного университета (Факультет 
Информатики и  Прикладной математики). 
Хотел бы разместить свою научную статью в  журнале "" Вестник Воронежского 
государственного университета "". Проинформируйте, пожалуйста, когда 
ожидается ближайшая публикация, на которую можно было бы разместить мою 
статью с учетом времени на просмотр и рецензию. 
Спасибо, 
С уважением 
Рубен Агаджанян 
email: ruboo1993@gmail.com 
mob.: +37477 590071 <+374%2077%20590071 
0065, 2a/7,  str. R.Meliqyan, Yerevan, RA 
",вопросы
"Статья на публикацию Naimushina_statia.doc  Здравствуйте, уважаемая редакция научного журнала ""Вестник Воронежского 
государственного университета. Серия: Системный анализ и информационные 
технологии""! 
Просим рассмотреть нашу статью с целью её публикации в Вашем журнале. 
С уважением, Л.Н. Бакановская. 
",подача статьи
"Статья_Гутова_16.03.2018 Анализ в Excel_Гутова.docx,Опись_Гутова.docx Добрый день, уважаемая редакция журнала!
Во вложении статья и опись. Прошу проверить на предмет соответствия требованиям к оформлению и допустить к рецензированию.
Спасибо!
С уважением,
Карина Гутова,
моб. тел.: +7(921) 563 43 20.",подача статьи
" РП  С уважением, Копытин А.В. 
 Пересылаемое сообщение  
От кого: Алексей Копытин <alexkopytin@gmail.com 
Дата: 16 марта 2018 г., 15:51 
Тема: Re: РП 
Кому: Olga Donina <olgadonina@mail.ru 
Спасибо! 
С уважением, Копытин А.В. 
20180316 13:45 GMT+03:00 Olga Donina <olgadonina@mail.ru: 
С уважением / Best Regards / Mit freundlichen Gr??en 
Донина Ольга / Olga Donina 
",другое
"РП Гаршина.zip Привет, Вероника! 
Высылаю твои старые рабочие программы для РГФ. 
С уважением, Копытин А.В. 
",другое
"Re: +Таратухин  Вот у меня и вертелось в голове, чтото забыли. Может еще ктото был? 
С уважением, А.Сирота 
17.03.2018 22:54, Vestnik VSU пишет: 
управляющий директор Европейского 
исследовательского центра в области информационных систем (ERCIS) 
Вестфальского уноверситета имени Вильгель 
",другое
"Re: +Таратухин  Еще можно Семенова, если у него место работы основное не у нас
С уваженим А. СиротаОтправлено со смартфона Samsung Galaxy.
 Исходное сообщение От: Vestnik VSU <csit@cs.vsu.ru Дата: 17.03.18  22:54  (GMT+03:00) Кому: shashkin@amm.vsu.ru, algazinov@sc.vsu.ru, sir@cs.vsu.ru Тема: +Таратухин 
Совсем забыла, что в декабре получили согласие от Таратухина В.В. о включении
его в состав редколлегии
6) Таратухин Виктор Владимирович  профессор, доктор философии, кандидат
технических наук, директор по глобальному сотрудничеству академической
инициативы NextGen компании SAP представитель компании в Стэнфордском
университете  Stanford University, USA, управляющий директор Европейского
исследовательского центра в области информационных систем (ERCIS)
Вестфальского уноверситета имени Вильгельма (г. Мюнстер, Германия). РИНЦ
хирш=4
С уважением, Гаршина В.В.
",другое
"Задорожний ЗадорожнийУсл при кот корни.docx,Рис. 1.jpg Отправляю мою статью в Вестник. 
Искренне проф. В. Задорожний 
",подача статьи
"Публикация статьи  Здравствуйте, уважаемая редакция журнала Вестник ВГУ. 
Я хочу опубликовать свою статью в вашем журнале. 
Но я не совсем понял, исходя из информации на сайте, принимаете ли вы 
статьи в электронном виде или только в отпечатанном? 
С уважением Минханов Р.Ф, 
",вопросы
"Нет темы LitvinovD_bound.docx,LitvinovD_bound_pict1.JPG,LitvinovD_bound_pict2.JPG,LitvinovD_bound_pict3.JPG,LitvinovD_bound_pict4.JPG Здравствуйте! Отправляю Вам статью Литвинова Д. А. ""Поиск минимального ограничения для непрерывной функции управления"".",подача статьи
" Статья_Гутова_16.03.2018 Анализ в Excel_Гутова.docx,Опись_Гутова.docx 
Добрый день!
Прошу не учитывать статью, так как она передана  в другое издание по причине отсутствия ответа.
Спасибо!
 Пересылаемое сообщение 
От кого: Карина Гутова <karina3397@mail.ru
Кому:  csit@cs.vsu.ru  
Дата: Пятница, 16 марта 2018, 11:16 +03:00
Тема: Статья_Гутова_16.03.2018
Добрый день, уважаемая редакция журнала!
Во вложении статья и опись. Прошу проверить на предмет соответствия требованиям к оформлению и допустить к рецензированию.
Спасибо!
С уважением,
Карина Гутова,
моб. тел.:  +7(921) 563 43 20 .

Спасибо!
С уважением,
Карина Гутова,
моб. тел.: +7(921) 563 43 20.
",отклонена
"Просьба   
Уважаемая Вероника Викторовна, добрый день! Хотелось бы узнать участь статьи: ""СОВЕРШЕНСТВОВАНИЕ ПРОЦЕССА УПРАВЛЕНИЯ КАЧЕСТВОМ ПРОДУКЦИИ НА ПРЕДПРИЯТИИ С ИСПОЛЬЗОВАНИЕМ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ (Медведицков С. И.1   Кузьминов В. В.2,Савончик Д. А.3)  С.И. . 
. 
08.01.2018, 15:45:59 пользователь Сергей Иванович Медведицков (medsim@rambler.ru) написал: 
Уважаемая Вероника Викторовна, добрый день! С Новым Годом и Рождеством Христовым Вас. Хотелось бы узнать, участь моей статьи. Последний раз, когда Вы мне сообщали, что она направлена на рецензирование, но уже прошло 2 месяца, а информации никакой не поступило. 
. 
05.10.2017, 14:09:30 пользователь Vestnik VSU (csit@cs.vsu.ru) написал: 
Уважаемый автор! 
Журнал Вестник ВГУ Серия Системный анализ и информационные технологии выходит 
4 раза в год. Все статьи проходят рецензирование, по результатам которого 
принимается к публикации, отправляются на доработку (с 
возможностью повторного рецензирования) или отклоняются.  
Сейчас мы принимаем статьи на рецензирование для 42017 и 12018. 
Правила для авторов и условия публикаций на сайте журнала 
http://www.vestnik.vsu.ru/content/analiz/index_ru.asp 
Материалы для публикации должны содержать 
1) УДК 
2) название статьи(рус+англ) 
3) текст статьи 12 стр, 14 Times, интервал 1.5, формулы mattype, рисунки 
продублированы отдельными jpeg файлами 
4)статья должна быть структурирована по разделам (постановка задачи, ..., 
выводы или заключение)  
5) Список литературы (оформленный по библиографическим правилам) 
6) аннотация к статье (рус + англ) 
7) Сведения об авторах (рус + англ) 
8) Скан Акта экспертного заключения о возможности публикации материалов (из 
вашей организации) 
9) Аспирантов, магистров публикуем в соавторстве с руководителями. 
Отв. секретарь журнала Гаршина Вероника Викторовна 
On Thu, 5 Oct 2017 15:03:15 +0300 
Сергей Иванович Медведицков <medsim@rambler.ru wrote: 
Уважаемая редакция, добрый день! Прошу Вас направить требования, 
предъявляемые к статьям. Заранее благодарен. 
. 
",вопросы
"RE: сведения о САИТ для ВАК Информация о члене редколлегии-Махортов С.Д. new.docx Уважаемая Вероника Викторовна! 
У меня на днях появилась еще одна публикация Scopus. Высылаю скорректированную информацию о члене редколлегии. 
С уважением, 
СД 
Original Message 
From: Vestnik VSU [mailto:csit@cs.vsu.ru]  
Sent: Friday, March 23, 2018 5:50 PM 
To: sd@expert.vrn.ru 
Subject: сведения о САИТ для ВАК 
Уважаемые коллеги! 
Для подтверждения в ВАК соответствия компетенции членов редколлегии журнала «Вестник Воронежского государственного университета Серия: Системный анализ и информационные технологии» группе специальностей, по которой заявлен журнал Вестник ВГУ САИТ. Сейчас Журнал в Перечене ВАК (перечень ведущих рецензируемых научных журналов и изданий, в которых должны быть опубликованы основные научные результаты диссертаций на соискание ученых степеней доктора и кандидата наук) соответствует группе специальностей 05.13.00  Информатика, вычислительная техника и управление . В настоящий момент идет уточнение  списка отдельных специальностей и областей науки, по которым статьи, публикуемые в нашем журнале, будут учитываться ВАКом. 
В связи с этим, просим Вас представить информацию о своей научной деятельности и публикационной активности по специальностям и областям наук, указанных в прикрепленном файле для Вас по соответствующему шаблону.  
Прикрепляю необходимые паспорта специальностей. 
С уважением, отв. секретарь журнала Вестник ВГУ САИТ    Гаршина  В.В. 
",подача статьи
"RE: сведения о САИТ для ВАК Информация о члене редколлегии-Махортов С.Д.docx Во вложении... 
С уважением, 
СД 
Original Message 
From: Vestnik VSU [mailto:csit@cs.vsu.ru]  
Sent: Friday, March 23, 2018 5:50 PM 
To: sd@expert.vrn.ru 
Subject: сведения о САИТ для ВАК 
Уважаемые коллеги! 
Для подтверждения в ВАК соответствия компетенции членов редколлегии журнала «Вестник Воронежского государственного университета Серия: Системный анализ и информационные технологии» группе специальностей, по которой заявлен журнал Вестник ВГУ САИТ. Сейчас Журнал в Перечене ВАК (перечень ведущих рецензируемых научных журналов и изданий, в которых должны быть опубликованы основные научные результаты диссертаций на соискание ученых степеней доктора и кандидата наук) соответствует группе специальностей 05.13.00  Информатика, вычислительная техника и управление . В настоящий момент идет уточнение  списка отдельных специальностей и областей науки, по которым статьи, публикуемые в нашем журнале, будут учитываться ВАКом. 
В связи с этим, просим Вас представить информацию о своей научной деятельности и публикационной активности по специальностям и областям наук, указанных в прикрепленном файле для Вас по соответствующему шаблону.  
Прикрепляю необходимые паспорта специальностей. 
С уважением, отв. секретарь журнала Вестник ВГУ САИТ    Гаршина  В.В. 
",подача статьи
"Re: сведения о САИТ для ВАК Информация о члене редколлегии-Сирота АА.docx  
С уважением, А.Сирота 
23.03.2018 17:36, Vestnik VSU пишет: 
Уважаемые коллеги! 
Для подтверждения в ВАК соответствия компетенции членов редколлегии журнала 
«Вестник Воронежского государственного университета Серия: Системный анализ и 
информационные технологии» группе специальностей, по которой заявлен журнал 
Вестник ВГУ САИТ. Сейчас Журнал в Перечене ВАК (перечень ведущих 
рецензируемых научных журналов и изданий, в которых должны быть опубликованы 
основные научные результаты диссертаций на соискание ученых степеней доктора 
и кандидата наук) соответствует группе специальностей 05.13.00  Информатика, 
вычислительная техника и управление . В настоящий момент идет уточнение 
списка отдельных специальностей и областей науки, по которым статьи, 
публикуемые в нашем журнале, будут учитываться ВАКом. 
В связи с этим, просим Вас представить информацию о своей научной 
деятельности и публикационной активности по специальностям и областям наук, 
указанных в прикрепленном файле для Вас по соответствующему шаблону. 
Прикрепляю необходимые паспорта специальностей. 
С уважением, отв. секретарь журнала Вестник ВГУ САИТ    Гаршина  В.В. 
",другое
"Re: сведения о САИТ для ВАК  http://www.spiiras.nw.ru/ru/stuff/sokolovborisvladimirovich.html 
С уважением, А.Сирота 
23.03.2018 23:32, Vestnik VSU пишет: 
Спасибо! Александр Анатольевич, вы ответили первым! В тексте уважаемая (это 
я переделывала письмо Леденевой :))) А вы точно  в редколлегиях др журналов 
не состоите? 
1)Член редколлегии раздела «Информационный конфликт в спектре 
электромагнитных волн» журнала «Радиотехника» 
https://www.vsu.ru/ru/persons/?person=4652 
2) Научные ведомости БелГУ 
http://nv.bsu.edu.ru/nv/mag/02/editorialboard/ 
On Fri, 23 Mar 2018 19:47:38 +0300 
Alexander Sirota <sir@cs.vsu.ru wrote: 
С уважением, А.Сирота 
23.03.2018 17:36, Vestnik VSU пишет: 
Уважаемые коллеги! 
Для подтверждения в ВАК соответствия компетенции членов редколлегии 
журнала 
«Вестник Воронежского государственного университета Серия: Системный 
анализ и 
информационные технологии» группе специальностей, по которой заявлен 
журнал 
Вестник ВГУ САИТ. Сейчас Журнал в Перечене ВАК (перечень ведущих 
рецензируемых научных журналов и изданий, в которых должны быть 
опубликованы 
основные научные результаты диссертаций на соискание ученых степеней 
доктора 
и кандидата наук) соответствует группе специальностей 05.13.00  
Информатика, 
вычислительная техника и управление . В настоящий момент идет уточнение 
списка отдельных специальностей и областей науки, по которым статьи, 
публикуемые в нашем журнале, будут учитываться ВАКом. 
В связи с этим, просим Вас представить информацию о своей научной 
деятельности и публикационной активности по специальностям и областям 
наук, 
указанных в прикрепленном файле для Вас по соответствующему шаблону. 
Прикрепляю необходимые паспорта специальностей. 
С уважением, отв. секретарь журнала Вестник ВГУ САИТ    Гаршина  В.В. 
",другое
"Статьи  Здравствуйте. 
12.03.2018 направлял Вам статьи  рекомендованные для публикации в журнале 
""Вестник ВГУ"" по итогам работы секции ""САПР и цифровые технологии"" XVIII 
Международной конференции «Информатика: проблемы, методология, технологии». 
Вами материалы были получены? Требуются какиелибо еще документы для 
публикации? 
  
С уважением, 
Гусев Павел 
",подача статьи
" статья_Шубина_Васева Авторы_свед.docx,Рисунки_Шубина_Васева.rar,Статья_Шубина_Васева.docx Добрый день.
Нет новостей о возможности публикации статьи?
 Пересылаемое сообщение 
От кого: Елена Васева <esvaseva@mail.ru
Кому: csit@cs.vsu.ru
Дата: Суббота, 17 февраля 2018, 21:11 +05:00
Тема: статья_Шубина_Васева
Здравствуйте.
Отправляю статью и сведения об авторах.
Буду благодарна за информацию о получении файлов и о возможности публикации.
 
С уважением, Е.С. Васева.

 
С уважением, Е.С. Васева.
",вопросы
" FW: Статья в Вестник ВГУ ,Опись предоставленных файлов.doc,Рисунок 1. Граф структуры окрестностной модели процесса производства холоднокатаной стали.jpg,Рисунок 2. Относительные ошибки моделирования для четких неиерархических окрестностных моделей.jpg,Рисунок 3. Относительные ошибки моделирования для нечетких иерархических моделей.jpg,Седых_Статья.doc Вероника! 
Это статья из Липецка. 
С уважением, декан факультета ПММ ВГУ 
д.ф.м.н.,проф. Шашкин Александр Иванович 
т. 8(473)2208322 
dean@amm.vsu.ru 
 оригинальное сообщение следует  
",подача статьи
"Re[2]: Статья в Вестник ВГУ  Добрый день!
Высылали статью, хотелось бы уточнить, дошла ли они?
С уважением,
Екатерина
Суббота, 10 марта 2018, 18:20 +03:00 от Екатерина Полицына <kathrin.beaver@mail.ru:
Добрый день! 
Высылаем расширенную версию статьи по итогам конференции для публикации в Вестнике ВГУ.
Архив с электронной версией статьи во вложении.
С уважением,
Екатерина
",вопросы
"Re[3]: Статья в Вестник ВГУ  Добрый день!
Высылали статью, хотелось бы уточнить, дошла ли она?
С уважением,
Екатерина
Суббота, 10 марта 2018, 18:20 +03:00 от Екатерина Полицына < kathrin.beaver@mail.ru :
Добрый день! 
Высылаем расширенную версию статьи по итогам конференции для публикации в Вестнике ВГУ.
Архив с электронной версией статьи во вложении.
С уважением,
Екатерина
",вопросы
"Вопрос по статье   Здравствуйте, уважаемая редакция научного журнала ""Вестник Воронежского 
государственного университета. Серия: Системный анализ и информационные 
технологии""! 
Я отправляла статью ""К ВОПРОСУ ОБРАБОТКИ ЭКСПЕРТНОЙ ИНФОРМАЦИИ ВЫБОРА 
ПЕРСОНИФИЦИРОВАННЫХ ФАКТОРОВ РИСКА"" 
на рассмотрение. 
Скажите, пожалуйста, есть ли по ней какойнибудь результат? 
  
*Улыбнись миру и мир улыбнётся тебе!!!* 
http://s17.rimg.info/fbbf4f12ce6989b...aa10c639be.gif 
<http://s17.rimg.info/fbbf4f12ce6989bc3391eeaa10c639be.gif 
<http://www.avg.com/emailsignature?utm_medium=email&utm_source=link&utm_campaign=sigemail&utm_content=webmail 
Без 
вирусов. www.avg.com 
<http://www.avg.com/emailsignature?utm_medium=email&utm_source=link&utm_campaign=sigemail&utm_content=webmail 
<#DAB4FAD82DD740BBA1B84E2AA1F9FDF2 
",вопросы
